,population,renter_occupied_households,pct_renter_occupied,median_gross_rent,median_household_income,median_property_value,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_diabetes,pct_physical_inactivity,heart_disease_mortality_per_100k,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,RUCC1,RUCC2,RUCC3,RUCC4,RUCC5,RUCC6,RUCC7,RUCC8,RUCC9,ECT1,ECT2,ECT3,ECT4,ECT5,ECT6,UI1,UI2,UI3,UI4,UI5,UI6,UI7,UI8,UI9,UI10,UI11,UI12,YA,YB,evictions
0,0.0026249165748942066,0.002484334212492579,0.025221182581075724,0.017875075883121472,0.013904837359324912,0.012983437938428866,0.022923861495716513,0.010184082971929536,0.057195747955806515,0.008248541449260774,0.0009699091577552869,0.003356551814769788,0.0015063951129783639,0.013198975460825478,0.00997846073344227,0.026886576467826613,0.017036014470971236,0.029252358025153375,0.020993349454295335,0.014137519364419858,0.021258679625465644,0.0256819909365407,0.02207340448667936,0.022075897756851145,0.021098917172170144,0.021853532855660034,0.017167155581854082,0.028363925314028603,0.020638694017364553,0.01804415431294987,0.010458334658267654,0.021755851245133236,0.020644841572044877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.525029657843462
1,0.0005757332184086651,0.0004379068369946597,0.02153131909690255,0.01437233939591571,0.018249290370677546,0.011263192389496985,0.018178294672559405,0.02072753200397187,0.0018067504753203382,0.004397158926821814,0.027540514561159125,0.00423474563987508,0.006028785901771945,0.023416304642000146,0.0,0.01737259577526578,0.02289606858875004,0.012581659365657364,0.017919009576051248,0.019127232081273923,0.02017013277717373,0.02284811607457759,0.021861838309490744,0.021242845011309592,0.020186745941042486,0.021853532855660034,0.021094282675742274,0.008922240670510746,0.021881988837687723,0.021505341232821416,0.018145317477618612,0.018612578042642585,0.02261945026167807,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,0.001027886747817334,0.0006171481158625718,0.014890242486269464,0.0186534617691672,0.01576716316743861,0.017948817964265347,0.022313501410967284,0.02159381164710369,0.004756911198429924,0.005513891351742849,0.0016876227370768394,0.0035754919713770817,0.0,0.02381719589277361,0.0020065307785145725,0.017315765441828824,0.017998737647463466,0.020445196469193218,0.026351484670663602,0.022453707225843306,0.018633360756055733,0.018774420960505616,0.0172073824113411,0.018466002526171085,0.017886488053851006,0.014395581166823674,0.021206486306996217,0.025148554993035043,0.01669770587166686,0.019562797435743115,0.017304209566941436,0.013313767889032022,0.018722484256768167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4011973816621555
3,0.007822786769090833,0.006504204490655975,0.024944019281713584,0.016763096045913296,0.012774586734409652,0.009235543574656356,0.02194206743363395,0.00652666399007067,0.027914726556264514,0.009526316399675692,0.14164574298468505,0.005314978091353765,0.002996437604053026,0.021208876364845305,0.02816897360606533,0.03792331865889044,0.015864003647415473,0.026421484667880468,0.029425824548907693,0.020998374350094197,0.02548480268354014,0.027807397083013035,0.024612198612942802,0.022561845191750383,0.020583342128489297,0.022807456908883292,0.014025453906743531,0.030220999675621727,0.01843695896267063,0.018831451347642008,0.011616103458046844,0.02212979803477907,0.01879679263750069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.7357800142423265
4,0.0004045062401623279,0.00019712963005233454,0.01194512830771728,0.018570063281376583,0.01846340357990263,0.02465896198134033,0.020143255935272896,0.022848531774309434,0.0005964635717430675,0.004201450457123631,0.005263031862991503,0.0005185426626392857,0.023839504096390355,0.013822154327369177,0.0,0.015554025105283252,0.018124310235701584,0.020130654985051784,0.02020280491417543,0.024740658887734752,0.01549578454627315,0.017534600708396755,0.015162242698517773,0.012981738618022529,0.019314234328659512,0.016997192221068914,0.022777337144551497,0.00713944484819703,0.015208898440894224,0.02684028274306372,0.023071733358983958,0.01024991354595364,0.010943917034971648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0986122886681098
5,0.05747983517665368,0.06984327836445871,0.032919410162381015,0.02782729542613467,0.02387675313867328,0.03165634086823313,0.020590212532766425,0.009980083699888695,0.05047778456727609,0.008946312324961406,0.0007135140091534892,0.046251307488940435,0.0022691306577260805,0.014081541886195308,0.023381355455765477,0.01886767070106872,0.021514770118130747,0.02233244537404182,0.023979851050303883,0.019958850867416267,0.014791430703260736,0.013992257130942865,0.01382232357632318,0.017771791904886456,0.02034538441602121,0.020205845854638048,0.01088375223163298,0.011022643023409147,0.009857286694860683,0.015306433917352516,0.0453678303671033,0.021279280095872183,0.011241095096149359,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.340933226000878
6,0.0010690022177300275,0.0008071224054411374,0.02061105562371482,0.014511336875566732,0.01242858312729933,0.011681455924114676,0.018454982090055402,0.02357909047618396,0.0009054476082238051,0.0020315740964120628,0.0006012588123242918,0.0037452120623104232,0.0,0.011381430765319436,0.00403012454376394,0.03074666757742895,0.0175383048239237,0.019501572016768914,0.02283795338124179,0.019543041474345095,0.022795451646583646,0.023379467611195675,0.021861838309490744,0.025685792987531205,0.02026606517853185,0.02176681248718519,0.021094282675742274,0.027092404654332443,0.02257485892518118,0.015870481363433983,0.011261469718168238,0.022856630915798027,0.021370486991500952,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.2188758248682006
7,0.010803629177853363,0.004929314052379429,0.012500132567320188,0.026492919621484857,0.038379271035250274,0.03373935390763708,0.01835748925312133,0.0215041485140898,0.004181914959346128,0.0027652366482892737,0.00034205170168342735,0.03534188243654203,0.0022592753618787507,0.015816588523169563,0.018341664919460276,0.004479396025261449,0.022351920706384865,0.011008951944950194,0.007641930554492444,0.007276664378745515,0.016904492232297983,0.01540919456192442,0.01530328681664352,0.013328843928664841,0.01986946899108504,0.02419498280448075,0.012454603069188257,0.0041306805302569645,0.011259966130564826,0.015805703888481196,0.04751790881080744,0.018847900351726777,0.010760624933949406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.420534999272286
8,0.002715253969071174,0.0015677350978027767,0.015597720443565477,0.01873686025695781,0.02023599383249314,0.016375946708337745,0.018581310836505185,0.021871315683660023,0.000668317033826731,0.010816364586998426,0.0004539008762074109,0.004524530520118339,0.004509459072401852,0.007668308258089761,0.0,0.013047661681909897,0.021054337294590986,0.017614323111920308,0.020114966631939884,0.02162208843970096,0.020106100609627146,0.018065952245014838,0.020662963305421896,0.018049476153400308,0.020067767084808445,0.022460575434983924,0.01739156284436198,0.0187657378338012,0.02231210164039411,0.016632832487578103,0.01689701611366847,0.019521773235086685,0.018486695782356673,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.543294782270004
9,0.0015932390390707377,0.0009098015412397218,0.014699142118494102,0.017152288988936157,0.014764629193640065,0.01036115098786167,0.020951347970987,0.015286353774962867,0.041094378924828916,0.0020771369690980764,0.0,0.00014597246071944712,0.0,0.0070178692918574925,0.0059964197911413835,0.0264843925696574,0.01640815152978065,0.020445196469193218,0.023364983074655062,0.01871142268820275,0.022923515981676808,0.024087936326686453,0.02454167655387993,0.02783784591351355,0.020464363272255252,0.022460575434983924,0.016606137425584346,0.024930454478465154,0.02155276205076765,0.017961285997050123,0.011639312455965016,0.021019022058932246,0.019303181629477393,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.9459101490553132
10,0.0013254344463911804,0.0008532743514969471,0.015023064018482125,0.013955346956962643,0.015543032965969074,0.012037368796307478,0.022462486943465126,0.023978107959783536,0.0008812126153499245,0.0013875353464527786,0.0002949842734507784,0.0019594028023598876,0.0,0.005741277214050292,0.0,0.02392994194106816,0.01816616776511429,0.018557947564344614,0.017040626753695796,0.013513805274813098,0.01901755376133523,0.018774420960505616,0.02313123537262246,0.021798213508337293,0.019948788228574404,0.016303429273270185,0.022777337144551497,0.028614667399546663,0.020008295660924463,0.018424804305048552,0.010782165108649464,0.013701103590562197,0.025139744472857384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.995732273553991
11,9.826888908211109e-05,5.831602486121693e-05,0.017506013477804536,0.017152288988936157,0.016111914650518373,0.00785671074386498,0.017184828932815727,0.014880943952735736,0.004329707557895261,0.038526774403299296,0.00022481151397725835,0.0,0.022445848990101828,0.024113650496721196,0.0,0.019465117796175158,0.017245302118034763,0.013210742333940234,0.03513531289421814,0.05592636336807266,0.01844126425341598,0.02054559274923256,0.019675654478541665,0.017285844469987217,0.019948788228574404,0.020119125486163205,0.02636785334467784,0.029610872036452556,0.013993268683111371,0.018322104537097757,0.020202954048951442,0.012016711610738435,0.028676240803201046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12,7.797359329541991e-05,3.8638838558352325e-05,0.0166176000659127,0.022795586662767663,0.022310763351124512,0.01131855661406031,0.02040895824438195,0.012965390741331538,0.0002551858979846748,0.05378506604759043,0.0,0.0,0.0,0.01284317768103366,0.0,0.01749062800625022,0.02511451764762344,0.009436244524243022,0.024243365897010517,0.041996748700188394,0.018761425091148896,0.018774420960505616,0.020310353010107533,0.018188318277657232,0.01935389394740419,0.021419931013285827,0.017840377369377772,0.026094437470918354,0.01766875233922602,0.015789945459878524,0.020305314706192113,0.0246674105281115,0.01845998468665577,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,0.0015267544494246804,0.0008407525056678515,0.016072083058610697,0.01698549201335493,0.012799629215020774,0.010352714534594878,0.026754231476386867,0.01609662100388144,0.03717413142596667,0.0016453811887403263,0.000787052773422798,7.338405703265151e-05,0.0,0.009427509187627211,0.004019403018679266,0.03174192700659407,0.01640815152978065,0.023276069826466128,0.02327714479241952,0.01704818511591806,0.024140127165061892,0.02355658479006837,0.02242601478199373,0.025894056173916595,0.020623001747233975,0.021419931013285827,0.017840377369377772,0.028420766847724054,0.019963145582594436,0.017755129422280944,0.01195007124402133,0.019697817023203102,0.02377074873216778,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.51085950651685
14,0.009245848586593856,0.005350048072237043,0.01904972495933741,0.025186343312765248,0.026070891814884325,0.019318291604713878,0.020683585954055395,0.0157845252636635,0.010301698914952213,0.028959827780849733,0.0009797031001904039,0.004402485725765741,0.0015041166513268087,0.013752012175665592,0.006038404880580827,0.01354164842640034,0.020845049647527456,0.01226711788151593,0.02415552761477497,0.025988087066948266,0.018121103415683067,0.018243069423887533,0.015867463289146507,0.018813107836813395,0.01986946899108504,0.02384810133058139,0.013015621225457998,0.01846657178232525,0.01636814588735765,0.021959564008996416,0.019501569511949875,0.0225645561700226,0.013584263301706454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.7430031878094825
15,0.000376396089101451,0.0002744073071690392,0.02327290755499714,0.013899747965102233,0.010648062755848632,0.00741234693195315,0.0192802383576241,0.008172683145450716,0.0704551697413732,0.0054219960320795796,0.0008308720049697609,0.004350573324223249,0.0,0.005947025971764846,0.0,0.04639103834099659,0.013771127176780185,0.019816113500910348,0.02564877841277924,0.022453707225843306,0.02106658312282589,0.021785413001341424,0.019957742714793163,0.02631058254668737,0.016062145591595692,0.016737031115644393,0.01357663938172774,0.033355002300617324,0.021134022673781304,0.01577240826635546,0.00908223799270612,0.01359330742898126,0.012008509591125241,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16,0.004510746128223076,0.003799843558595,0.025395341426885182,0.018764659752888015,0.02007613933125882,0.019017215678755226,0.017177276670799706,0.016762051153735635,0.0008076300814356215,0.02962735690905306,0.007674903868853418,0.005814520250301747,0.010659544746870604,0.02656281587804544,0.008194529422110748,0.020378774695276956,0.01912889094160652,0.02453423576303186,0.023892012768068335,0.019543041474345095,0.021834969133384896,0.018243069423887533,0.017136860352278228,0.016522212786574127,0.018996957378702065,0.022547295803458767,0.01481087932552117,0.02039068074370225,0.01606381801150942,0.024478478679452572,0.014998579504281505,0.023827397728589824,0.015266485890274415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.859812404361672
