,population,renter_occupied_households,pct_renter_occupied,median_gross_rent,median_household_income,median_property_value,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_diabetes,pct_physical_inactivity,heart_disease_mortality_per_100k,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,RUCC1,RUCC2,RUCC3,RUCC4,RUCC5,RUCC6,RUCC7,RUCC8,RUCC9,ECT1,ECT2,ECT3,ECT4,ECT5,ECT6,UI1,UI2,UI3,UI4,UI5,UI6,UI7,UI8,UI9,UI10,UI11,UI12,YA,YB,evictions
0,45009.0,6944.0,37.218,643.0,33315.0,98494.0,33.389,0.4120703838205493,0.4934592002568167,0.07019321442186152,0.0025882305732228485,0.004574547059649686,0.00020063802893200376,0.015920627595754498,0.0009931582432134187,18.451,0.40700000000000003,0.09300000000000001,0.239,0.068,0.332,0.145,0.313,318.0,0.532,0.252,0.153,0.233,0.375,0.278,0.114,12.915129150999999,11.205112050999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,681
1,9872.0,1224.0,31.773000000000003,517.0,43724.0,85444.0,26.476999999999997,0.8386815083961499,0.015587830852462637,0.03741882383643317,0.07349265776029068,0.00577141193829106,0.0008029790522839736,0.028244788164088774,0.0,11.922,0.547,0.04,0.204,0.092,0.315,0.129,0.31,306.0,0.509,0.252,0.188,0.07329317269076305,0.3975903614457832,0.3313253012048193,0.19779116465863456,11.049158525,12.276842805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2,17625.0,1725.0,21.973000000000003,671.0,37777.0,136162.0,32.5,0.8737330870238154,0.04104049128763293,0.046921963153427525,0.0045034699685456096,0.00487293424534425,0.0,0.02872834390134305,0.0001997104198911578,11.883,0.43,0.065,0.3,0.10800000000000001,0.29100000000000004,0.106,0.244,266.0,0.451,0.166,0.18899999999999997,0.20658682634730535,0.30339321357285426,0.3013972055888223,0.18862275449101795,7.9035763683,10.161741045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29
3,134136.0,18180.0,36.809,603.0,30607.0,70062.0,31.959,0.26408317203120946,0.24083571129247897,0.08106678905673177,0.3779857522000279,0.0072436293975615094,0.00039909803843314113,0.02558218426356434,0.0028036637199928163,26.025,0.379,0.084,0.335,0.10099999999999999,0.39799999999999996,0.157,0.349,325.0,0.519,0.263,0.125,0.2482552342971087,0.3349950149551347,0.2901296111665005,0.12662013958125626,13.137118675999998,10.202072366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,841
4,6936.0,551.0,17.627,668.0,44237.0,187066.0,29.339000000000002,0.9245018215117552,0.0051460195489021155,0.03575338920629865,0.014044552385881792,0.0007067067465610258,0.0031752035514502424,0.01667230704915096,0.0,10.674000000000001,0.433,0.064,0.23,0.11900000000000001,0.242,0.099,0.215,187.0,0.48700000000000004,0.196,0.203,0.05864811133200795,0.2763419483101392,0.4135188866799205,0.2514910536779324,6.0847519015,5.9398768562,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2
5,985597.0,195220.0,48.578,1001.0,57207.0,240149.0,29.99,0.40381612484007134,0.4354996322899771,0.07613108610459084,0.0019040327211549122,0.06303456474214962,0.0003022274160563352,0.01698518078236604,0.0023271511036337808,12.948,0.514,0.071,0.273,0.096,0.231,0.079,0.196,256.0,0.513,0.233,0.09699999999999999,0.09054726368159204,0.17910447761194032,0.2358208955223881,0.4945273631840797,12.632217769,6.101172038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4191
6,18330.0,2256.0,30.415,522.0,29778.0,88617.0,26.88,0.9540618325127104,0.007811794907792741,0.017288234173343627,0.0016044764894054412,0.005104240831921059,0.0,0.013728301962475306,0.0004011191223513603,21.1,0.419,0.062,0.26,0.094,0.35600000000000004,0.132,0.31,370.0,0.511,0.251,0.188,0.22255489021956087,0.4101796407185628,0.24451097804391214,0.12275449101796408,13.568595267000001,11.598960471,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24
7,185248.0,13778.0,18.445999999999998,953.0,91954.0,255951.0,26.738000000000003,0.870105119563473,0.036079682233991335,0.02353153586904189,0.0009127748354999199,0.048166425934841925,0.0003009147809340395,0.01907799711121811,0.0018255496709998398,3.074,0.534,0.035,0.087,0.035,0.264,0.087,0.217,192.0,0.501,0.27899999999999997,0.111,0.033932135728542916,0.20459081836327345,0.2435129740518962,0.5179640718562875,11.188855105,5.8403939649000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,225
8,46558.0,4382.0,23.017,674.0,48484.0,124230.0,27.064,0.8849615103556664,0.0057659389170845975,0.09204480615033486,0.001211247585012563,0.006166351341882139,0.0006006186371963122,0.00924952701282321,0.0,8.954,0.503,0.055999999999999994,0.22899999999999998,0.10400000000000001,0.314,0.102,0.293,260.0,0.506,0.259,0.155,0.15415415415415412,0.4054054054054054,0.25625625625625625,0.18418418418418414,11.588892558,10.033765431,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93
9,27319.0,2543.0,21.691,617.0,35375.0,78601.0,30.516,0.6185194763856284,0.35454382684120483,0.0176759638721999,0.0,0.00019894163052560382,0.0,0.00846496637886444,0.0005968248915768112,18.175,0.392,0.065,0.266,0.09,0.358,0.136,0.348,401.0,0.516,0.259,0.14800000000000002,0.2047952047952048,0.3916083916083917,0.2767232767232768,0.12687312687312688,12.47771836,10.47691804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6
